animal_ID,Cohort,Sex,Timepoint,Time,ZT,LD Cycle,percent_sleep,percent_sleepdec,mean_bout,mean_bout_round,total_min,total_min_round,REM_percent_sleep,REM_percent_sleepdec,REM_mean_bout,REM_mean_bout_round,REM_total_min,REM_total_min_round,nREM_percent_sleep,nREM_percent_sleepdec,nREM_mean_bout,nREM_mean_bout_round,nREM_total_min,nREM_total_min_round,WAKE_percent,WAKE_percent_dec,WAKE_mean_bout,WAKE_mean_bout_round,WAKE_total_min,WAKE_total_min_round
5:12,5,M,A,15:00:00,8,L,71.28,0.7128,171.25,171,42.768,43,10.83,0.1083,20,20,6.498,6,60.56,0.6056,99.73,100,36.336,36,28.61,0.2861,50.5,51,17.166,17
5:12,5,M,A,16:00:00,9,L,67.28,0.6728,139.89,140,40.368,40,7.94,0.0794,13.11,13,4.764,5,59.22,0.5922,58.33,58,35.532,36,32.83,0.3283,36.81,37,19.698,20
5:12,5,M,A,17:00:00,10,L,85.61,0.8561,232.57,233,51.366,51,6.83,0.0683,10.6,11,4.098,4,78.78,0.7878,86.18,86,47.268,47,14.39,0.1439,22.09,22,8.634,9
5:12,5,M,A,18:00:00,11,L,68.67,0.6867,142.63,143,41.202,41,6.11,0.0611,8.67,9,3.666,4,62.67,0.6267,66.41,66,37.602,38,31.22,0.3122,34.81,35,18.732,19
5:12,5,M,A,19:00:00,12,D,7.06,0.0706,60.8,61,4.236,4,2,0.02,9.67,10,1.2,1,4.94,0.0494,25.33,25,2.964,3,93.06,0.9306,419.25,419,55.836,56
5:12,5,M,A,20:00:00,13,D,0.17,0.0017,0,0,0.102,0,0.06,0.001,0,0,0.036,0,0.11,0.0011,0,0,0.066,0,99.83,0.9983,3598,3598,59.898,60
5:12,5,M,A,21:00:00,14,D,1.44,0.0144,22.67,23,0.864,1,0.44,0.0044,12,12,0.264,0,1,0.01,14,14,0.6,1,98.56,0.9856,888.5,889,59.136,59
5:12,5,M,A,22:00:00,15,D,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,100,0.9999,3598,3598,60,60
5:12,5,M,A,23:00:00,16,D,0.06,0.001,0,0,0.036,0,0,0.001,0,0,0,0,0.06,0.001,0,0,0.036,0,99.94,0.9994,3598,3598,59.964,60
5:12,5,M,A,0:00:00,17,D,1.44,0.0144,30,30,0.864,1,0.89,0.0089,17,17,0.534,1,0.56,0.0056,6,6,0.336,0,98.56,0.9856,1184.67,1185,59.136,59
5:12,5,M,A,1:00:00,18,D,2,0.02,23.5,24,1.2,1,0.39,0.0039,8,8,0.234,0,1.61,0.0161,15.33,15,0.966,1,98,0.98,707.2,707,58.8,59
5:12,5,M,A,2:00:00,19,D,2.33,0.0233,20.67,21,1.398,1,0.83,0.0083,10,10,0.498,0,1.5,0.015,12.5,13,0.9,1,97.67,0.9767,503.14,503,58.602,59
5:12,5,M,A,3:00:00,20,D,41.22,0.4122,132.33,132,24.732,25,2.06,0.0206,14.67,15,1.236,1,39.28,0.3928,100.14,100,23.568,24,58.67,0.5867,141.33,141,35.202,35
5:12,5,M,A,4:00:00,21,D,38.94,0.3894,125.5,126,23.364,23,5.39,0.0539,11.71,12,3.234,3,33.44,0.3344,79.07,79,20.064,20,61.17,0.6117,130.82,131,36.702,37
5:12,5,M,A,5:00:00,22,D,1.78,0.0178,19.2,19,1.068,1,1.28,0.0128,10.5,11,0.768,1,0.5,0.005,0,0,0.3,0,98.22,0.9822,590.33,590,58.932,59
5:12,5,M,A,6:00:00,23,D,16.5,0.165,42,42,9.9,10,2.94,0.0294,6.75,7,1.764,2,13.67,0.1367,27,27,8.202,8,83.39,0.8339,130.96,131,50.034,50
5:12,5,M,B,7:00:00,0,L,94.61,0.9461,438.5,439,56.766,57,3.72,0.0372,12.89,13,2.232,2,90.89,0.9089,156.57,157,54.534,55,5.39,0.0539,14.46,14,3.234,3
5:12,5,M,B,8:00:00,1,L,81.94,0.8194,238.77,239,49.164,49,4.94,0.0494,8.62,9,2.964,3,77,0.77,99.79,100,46.2,46,18.06,0.1806,34.89,35,10.836,11
5:12,5,M,B,9:00:00,2,L,80.44,0.8044,301.2,301,48.264,48,3.39,0.0339,13.14,13,2.034,2,77.06,0.7706,120.26,120,46.236,46,19.56,0.1956,49.29,49,11.736,12
5:12,5,M,B,10:00:00,3,L,60.33,0.6033,138.82,139,36.198,36,7.28,0.0728,11.58,12,4.368,4,52.94,0.5294,87.55,88,31.764,32,39.78,0.3978,59.25,59,23.868,24
5:12,5,M,B,11:00:00,4,L,91.5,0.915,348.2,348,54.9,55,4.83,0.0483,9.69,10,2.898,3,86.78,0.8678,97.44,97,52.068,52,8.39,0.0839,11.62,12,5.034,5
5:12,5,M,B,12:00:00,5,L,80.44,0.8044,182.12,182,48.264,48,10.06,0.1006,19.22,19,6.036,6,70.28,0.7028,76.42,76,42.168,42,19.67,0.1967,27.68,28,11.802,12
5:12,5,M,B,13:00:00,6,L,82.5,0.825,240.92,241,49.5,50,5.5,0.055,13.23,13,3.3,3,77.11,0.7711,139.3,139,46.266,46,17.39,0.1739,32,32,10.434,10
5:12,5,M,B,14:00:00,7,L,72,0.72,134.67,135,43.2,43,9.83,0.0983,11.85,12,5.898,6,62.17,0.6217,67.7,68,37.302,37,28,0.28,34.21,34,16.8,17
5:12,5,M,B,15:00:00,8,L,82.67,0.8267,197.75,198,49.602,50,7.94,0.0794,9.83,10,4.764,5,74.72,0.7472,79.59,80,44.832,45,17.33,0.1733,24.88,25,10.398,10
5:12,5,M,B,16:00:00,9,L,75.94,0.7594,155.79,156,45.564,46,5.56,0.0556,9.5,10,3.336,3,70.39,0.7039,116.64,117,42.234,42,24.06,0.2406,30.21,30,14.436,14
5:12,5,M,B,17:00:00,10,L,83.67,0.8367,266,266,50.202,50,3.94,0.0394,9.45,9,2.364,2,79.61,0.7961,103.29,103,47.766,48,16.44,0.1644,24.96,25,9.864,10
5:12,5,M,B,18:00:00,11,L,65.5,0.655,129.4,129,39.3,39,4.89,0.0489,12.4,12,2.934,3,60.72,0.6072,70.06,70,36.432,36,34.39,0.3439,38.88,39,20.634,21
5:12,5,M,B,19:00:00,12,D,23.61,0.2361,117.75,118,14.166,14,2.78,0.0278,11.43,11,1.668,2,20.72,0.2072,57.54,58,12.432,12,76.5,0.765,229,229,45.9,46
5:12,5,M,B,20:00:00,13,D,0.39,0.0039,14,14,0.234,0,0.22,0.0022,6,6,0.132,0,0.28,0.0028,4,4,0.168,0,99.5,0.995,1794,1794,59.7,60
5:12,5,M,B,21:00:00,14,D,0.61,0.0061,16,16,0.366,0,0.22,0.0022,8,8,0.132,0,0.28,0.0028,6,6,0.168,0,99.5,0.995,1194,1194,59.7,60
5:12,5,M,B,22:00:00,15,D,0.61,0.0061,15,15,0.366,0,0.22,0.0022,6,6,0.132,0,0.39,0.0039,6,6,0.234,0,99.39,0.9939,1194.67,1195,59.634,60
5:12,5,M,B,23:00:00,16,D,0.17,0.0017,14,14,0.102,0,0,0.001,0,0,0,0,0.17,0.0017,6,6,0.102,0,99.83,0.9983,1796,1796,59.898,60
5:12,5,M,B,0:00:00,17,D,0.5,0.005,18,18,0.3,0,0,0.001,0,0,0,0,0.5,0.005,10,10,0.3,0,99.5,0.995,1794,1794,59.7,60
5:12,5,M,B,1:00:00,18,D,0.72,0.0072,15.33,15,0.432,0,0.22,0.0022,0,0,0.132,0,0.5,0.005,6,6,0.3,0,99.28,0.9928,894,894,59.568,60
5:12,5,M,B,2:00:00,19,D,15.5,0.155,69.11,69,9.3,9,0.44,0.0044,0,0,0.264,0,15.17,0.1517,53.8,54,9.102,9,84.39,0.8439,277.64,278,50.634,51
5:12,5,M,B,3:00:00,20,D,76.22,0.7622,143.52,144,45.732,46,4.28,0.0428,8.5,9,2.568,3,71.94,0.7194,77.18,77,43.164,43,23.78,0.2378,25.81,26,14.268,14
5:12,5,M,B,4:00:00,21,D,61.72,0.6172,112.18,112,37.032,37,4.72,0.0472,8.55,9,2.832,3,56.89,0.5689,57.89,58,34.134,34,38.39,0.3839,41.76,42,23.034,23
5:12,5,M,B,5:00:00,22,D,1.5,0.015,20,20,0.9,1,0.5,0.005,7,7,0.3,0,1,0.01,11,11,0.6,1,98.5,0.985,890.5,891,59.1,59
5:12,5,M,B,6:00:00,23,D,25.22,0.2522,80.62,81,15.132,15,2.44,0.0244,9.71,10,1.464,1,22.89,0.2289,53.6,54,13.734,14,74.67,0.7467,128.67,129,44.802,45
5:13,5,M,A,7:00:00,0,L,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,100,0.9999,3598,3598,60,60
5:13,5,M,A,8:00:00,1,L,66.28,0.6628,209,209,39.768,40,4,0.04,8.91,9,2.4,2,62.39,0.6239,113.5,114,37.434,37,33.61,0.3361,75.13,75,20.166,20
5:13,5,M,A,9:00:00,2,L,82.11,0.8211,184.12,184,49.266,49,4.44,0.0444,13.6,14,2.664,3,77.67,0.7767,100.14,100,46.602,47,17.89,0.1789,28.91,29,10.734,11
5:13,5,M,A,10:00:00,3,L,24.78,0.2478,107.56,108,14.868,15,0.78,0.0078,5,5,0.468,0,24,0.24,96,96,14.4,14,75.22,0.7522,270.8,271,45.132,45
5:13,5,M,A,11:00:00,4,L,92.72,0.9272,349,349,55.632,56,4.28,0.0428,12.91,13,2.568,3,88.33,0.8833,106.27,106,52.998,53,7.39,0.0739,12.7,13,4.434,4
5:13,5,M,A,12:00:00,5,L,53.78,0.5378,123.88,124,32.268,32,6.89,0.0689,13.13,13,4.134,4,46.89,0.4689,80.57,81,28.134,28,46.22,0.4622,75.45,75,27.732,28
5:13,5,M,A,13:00:00,6,L,70.5,0.705,225.5,226,42.3,42,6.33,0.0633,13.71,14,3.798,4,64.17,0.6417,92.8,93,38.502,39,29.5,0.295,50,50,17.7,18
5:13,5,M,A,14:00:00,7,L,89.28,0.8928,332.4,332,53.568,54,2.39,0.0239,7.11,7,1.434,1,86.89,0.8689,142.55,143,52.134,52,10.72,0.1072,28.77,29,6.432,6
5:13,5,M,A,15:00:00,8,L,78.11,0.7811,168.78,169,46.866,47,2.78,0.0278,7.71,8,1.668,2,75.33,0.7533,109.12,109,45.198,45,21.89,0.2189,27.43,27,13.134,13
5:13,5,M,A,16:00:00,9,L,50.83,0.5083,83.04,83,30.498,30,6.22,0.0622,11.29,11,3.732,4,44.61,0.4461,53.13,53,26.766,27,49.17,0.4917,53.94,54,29.502,30
5:13,5,M,A,17:00:00,10,L,88.17,0.8817,237.86,238,52.902,53,2.72,0.0272,6.55,7,1.632,2,85.44,0.8544,119.31,119,51.264,51,11.83,0.1183,22.44,22,7.098,7
5:13,5,M,A,18:00:00,11,L,64.5,0.645,113.91,114,38.7,39,3.94,0.0394,8,8,2.364,2,60.44,0.6044,80.67,81,36.264,36,35.61,0.3561,49.69,50,21.366,21
5:13,5,M,A,19:00:00,12,D,7.17,0.0717,50.67,51,4.302,4,0.78,0.0078,8,8,0.468,0,6.39,0.0639,44.4,44,3.834,4,92.83,0.9283,477.71,478,55.698,56
5:13,5,M,A,20:00:00,13,D,0.5,0.005,22,22,0.3,0,0.11,0.0011,0,0,0.066,0,0.39,0.0039,10,10,0.234,0,99.5,0.995,1792,1792,59.7,60
5:13,5,M,A,21:00:00,14,D,10.06,0.1006,69,69,6.036,6,0.56,0.0056,7,7,0.336,0,9.61,0.0961,86.5,87,5.766,6,89.83,0.8983,461.43,461,53.898,54
5:13,5,M,A,22:00:00,15,D,33.28,0.3328,91.33,91,19.968,20,1.39,0.0139,9.33,9,0.834,1,31.78,0.3178,52.45,52,19.068,19,66.83,0.6683,109.09,109,40.098,40
5:13,5,M,A,23:00:00,16,D,0.22,0.0022,14,14,0.132,0,0.06,0.001,0,0,0.036,0,0.17,0.0017,0,0,0.102,0,99.78,0.9978,1796,1796,59.868,60
5:13,5,M,A,0:00:00,17,D,3.22,0.0322,29.6,30,1.932,2,0.5,0.005,8,8,0.3,0,2.83,0.0283,25,25,1.698,2,96.67,0.9667,696.4,696,58.002,58
5:13,5,M,A,1:00:00,18,D,66.94,0.6694,147.11,147,40.164,40,4.17,0.0417,8.91,9,2.502,3,62.67,0.6267,69.33,69,37.602,38,33.17,0.3317,41.64,42,19.902,20
5:13,5,M,A,2:00:00,19,D,38.61,0.3861,58,58,23.166,23,4.61,0.0461,7.69,8,2.766,3,34.11,0.3411,28.42,28,20.466,20,61.28,0.6128,47.02,47,36.768,37
5:13,5,M,A,3:00:00,20,D,45.17,0.4517,51.95,52,27.102,27,11.17,0.1117,11.54,12,6.702,7,33.89,0.3389,22.7,23,20.334,20,54.94,0.5494,32.93,33,32.964,33
5:13,5,M,A,4:00:00,21,D,9.11,0.0911,65,65,5.466,5,4.67,0.0467,16.67,17,2.802,3,4.44,0.0444,14.18,14,2.664,3,90.89,0.9089,363.11,363,54.534,55
5:13,5,M,A,5:00:00,22,D,0.11,0.0011,0,0,0.066,0,0.11,0.0011,0,0,0.066,0,0,0.001,0,0,0,0,99.89,0.9989,3598,3598,59.934,60
5:13,5,M,A,6:00:00,23,D,0.56,0.0056,18,18,0.336,0,0.28,0.0028,10,10,0.168,0,0.28,0.0028,8,8,0.168,0,99.44,0.9944,1192.67,1193,59.664,60
5:13,5,M,B,7:00:00,0,L,35.44,0.3544,127.64,128,21.264,21,2.44,0.0244,13.6,14,1.464,1,33.11,0.3311,120.2,120,19.866,20,64.44,0.6444,144.38,144,38.664,39
5:13,5,M,B,8:00:00,1,L,94.33,0.9433,500.57,501,56.598,57,4.61,0.0461,10,10,2.766,3,89.72,0.8972,131.12,131,53.832,54,5.67,0.0567,15,15,3.402,3
5:13,5,M,B,9:00:00,2,L,72,0.72,147.47,147,43.2,43,5,0.05,11.57,12,3,3,67,0.67,96,96,40.2,40,28,0.28,39.44,39,16.8,17
5:13,5,M,B,10:00:00,3,L,76.11,0.7611,225.69,226,45.666,46,7.94,0.0794,14.67,15,4.764,5,68.06,0.6806,82.07,82,40.836,41,24,0.24,37.73,38,14.4,14
5:13,5,M,B,11:00:00,4,L,79.67,0.7967,160.53,161,47.802,48,2.67,0.0267,10,10,1.602,2,77.11,0.7711,103.04,103,46.266,46,20.22,0.2022,31.3,31,12.132,12
5:13,5,M,B,12:00:00,5,L,54.89,0.5489,135.13,135,32.934,33,2.78,0.0278,11,11,1.668,2,52,0.52,94,94,31.2,31,45.22,0.4522,70.09,70,27.132,27
5:13,5,M,B,13:00:00,6,L,72.22,0.7222,273,273,43.332,43,5.11,0.0511,13.45,13,3.066,3,67.22,0.6722,127.89,128,40.332,40,27.67,0.2767,55,55,16.602,17
5:13,5,M,B,14:00:00,7,L,82.61,0.8261,348,348,49.566,50,2.22,0.0222,14,14,1.332,1,80.28,0.8028,171.88,172,48.168,48,17.5,0.175,34.59,35,10.5,11
5:13,5,M,B,15:00:00,8,L,70.11,0.7011,192.71,193,42.066,42,5.44,0.0544,15.2,15,3.264,3,64.78,0.6478,77.87,78,38.868,39,29.78,0.2978,46.26,46,17.868,18
5:13,5,M,B,16:00:00,9,L,69.22,0.6922,128.48,128,41.532,42,5.11,0.0511,10.13,10,3.066,3,64.11,0.6411,74.32,74,38.466,38,30.78,0.3078,42.38,42,18.468,18
5:13,5,M,B,17:00:00,10,L,79,0.79,178.82,179,47.4,47,4.78,0.0478,11.17,11,2.868,3,74.11,0.7411,93.86,94,44.466,44,21.11,0.2111,34.19,34,12.666,13
5:13,5,M,B,18:00:00,11,L,70.83,0.7083,160.24,160,42.498,42,4.5,0.045,9.27,9,2.7,3,66.44,0.6644,78.52,79,39.864,40,29.06,0.2906,45.22,45,17.436,17
5:13,5,M,B,19:00:00,12,D,21.17,0.2117,67.08,67,12.702,13,1.11,0.0111,12,12,0.666,1,19.94,0.1994,49.86,50,11.964,12,78.94,0.7894,178,178,47.364,47
5:13,5,M,B,20:00:00,13,D,0.44,0.0044,15,15,0.264,0,0,0.001,0,0,0,0,0.44,0.0044,7,7,0.264,0,99.56,0.9956,1194.67,1195,59.736,60
5:13,5,M,B,21:00:00,14,D,34.61,0.3461,92,92,20.766,21,2.61,0.0261,11.43,11,1.566,2,32,0.32,66.82,67,19.2,19,65.39,0.6539,118.4,118,39.234,39
5:13,5,M,B,22:00:00,15,D,1.78,0.0178,23,23,1.068,1,0.61,0.0061,6.67,7,0.366,0,1.17,0.0117,12.67,13,0.702,1,98.22,0.9822,707.6,708,58.932,59
5:13,5,M,B,23:00:00,16,D,0.11,0.0011,0,0,0.066,0,0,0.001,0,0,0,0,0.11,0.0011,0,0,0.066,0,99.89,0.9989,3598,3598,59.934,60
5:13,5,M,B,0:00:00,17,D,69.83,0.6983,223.33,223,41.898,42,2.11,0.0211,6.4,6,1.266,1,67.72,0.6772,111.82,112,40.632,41,30.17,0.3017,49,49,18.102,18
5:13,5,M,B,1:00:00,18,D,23.17,0.2317,56.78,57,13.902,14,3.11,0.0311,9.75,10,1.866,2,20.06,0.2006,31.04,31,12.036,12,76.83,0.7683,114.83,115,46.098,46
5:13,5,M,B,2:00:00,19,D,14.89,0.1489,67.78,68,8.934,9,0.5,0.005,6,6,0.3,0,14.5,0.145,46.73,47,8.7,9,85,0.85,256.17,256,51,51
5:13,5,M,B,3:00:00,20,D,82.5,0.825,211.33,211,49.5,50,5.56,0.0556,8.47,8,3.336,3,76.89,0.7689,82.06,82,46.134,46,17.56,0.1756,24.64,25,10.536,11
5:13,5,M,B,4:00:00,21,D,20.44,0.2044,72.33,72,12.264,12,2.11,0.0211,12.67,13,1.266,1,18.28,0.1828,34.74,35,10.968,11,79.61,0.7961,143.5,144,47.766,48
5:13,5,M,B,5:00:00,22,D,0.61,0.0061,18,18,0.366,0,0.11,0.0011,0,0,0.066,0,0.5,0.005,8,8,0.3,0,99.39,0.9939,1192.67,1193,59.634,60
5:13,5,M,B,6:00:00,23,D,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,100,0.9999,3598,3598,60,60
5:14,5,M,A,7:00:00,0,L,0.72,0.0072,21,21,0.432,0,0.33,0.0033,12,12,0.198,0,0.39,0.0039,10,10,0.234,0,99.28,0.9928,1190.67,1191,59.568,60
5:14,5,M,A,8:00:00,1,L,78.56,0.7856,325.11,325,47.136,47,5.56,0.0556,8.53,9,3.336,3,73.11,0.7311,110.5,111,43.866,44,21.33,0.2133,63.17,63,12.798,13
5:14,5,M,A,9:00:00,2,L,69.17,0.6917,112.42,112,41.502,42,9.56,0.0956,14.29,14,5.736,6,59.61,0.5961,85.44,85,35.766,36,30.83,0.3083,42.54,43,18.498,18
5:14,5,M,A,10:00:00,3,L,18.56,0.1856,59.08,59,11.136,11,2.44,0.0244,6.86,7,1.464,1,16.06,0.1606,31.67,32,9.636,10,81.5,0.815,196.4,196,48.9,49
5:14,5,M,A,11:00:00,4,L,60.06,0.6006,86.5,87,36.036,36,3.83,0.0383,12.67,13,2.298,2,56.28,0.5628,61.88,62,33.768,34,39.89,0.3989,41.09,41,23.934,24
5:14,5,M,A,12:00:00,5,L,38.67,0.3867,117.23,117,23.202,23,2.72,0.0272,11.25,11,1.632,2,36.06,0.3606,100,100,21.636,22,61.22,0.6122,137.13,137,36.732,37
5:14,5,M,A,13:00:00,6,L,88.83,0.8883,332.2,332,53.298,53,7.56,0.0756,15.06,15,4.536,5,81.17,0.8117,100.97,101,48.702,49,11.28,0.1128,23.65,24,6.768,7
5:14,5,M,A,14:00:00,7,L,63.83,0.6383,153.25,153,38.298,38,3.39,0.0339,10.57,11,2.034,2,60.56,0.6056,104.86,105,36.336,36,36.06,0.3606,67.58,68,21.636,22
5:14,5,M,A,15:00:00,8,L,68.33,0.6833,175.33,175,40.998,41,4.28,0.0428,10.62,11,2.568,3,63.94,0.6394,95.33,95,38.364,38,31.78,0.3178,47.67,48,19.068,19
5:14,5,M,A,16:00:00,9,L,67.22,0.6722,161.38,161,40.332,40,6.28,0.0628,12,12,3.768,4,60.94,0.6094,99.73,100,36.564,37,32.78,0.3278,55.9,56,19.668,20
5:14,5,M,A,17:00:00,10,L,69.61,0.6961,263.6,264,41.766,42,3.78,0.0378,14.25,14,2.268,2,65.94,0.6594,148.75,149,39.564,40,30.28,0.3028,71.47,71,18.168,18
5:14,5,M,A,18:00:00,11,L,72.22,0.7222,339.5,340,43.332,43,4.72,0.0472,12.55,13,2.832,3,67.39,0.6739,105.91,106,40.434,40,27.89,0.2789,62.25,62,16.734,17
5:14,5,M,A,19:00:00,12,D,2.11,0.0211,21,21,1.266,1,0.94,0.0094,9.33,9,0.564,1,1.17,0.0117,9.33,9,0.702,1,97.89,0.9789,502.86,503,58.734,59
5:14,5,M,A,20:00:00,13,D,0.22,0.0022,16,16,0.132,0,0.11,0.0011,0,0,0.066,0,0.11,0.0011,0,0,0.066,0,99.78,0.9978,1795,1795,59.868,60
5:14,5,M,A,21:00:00,14,D,0.44,0.0044,16,16,0.264,0,0,0.001,0,0,0,0,0.44,0.0044,8,8,0.264,0,99.56,0.9956,1194,1194,59.736,60
5:14,5,M,A,22:00:00,15,D,0.44,0.0044,20,20,0.264,0,0.17,0.0017,6,6,0.102,0,0.28,0.0028,6,6,0.168,0,99.56,0.9956,1793,1793,59.736,60
5:14,5,M,A,23:00:00,16,D,0.11,0.0011,0,0,0.066,0,0.06,0.001,0,0,0.036,0,0.06,0.001,0,0,0.036,0,99.89,0.9989,3598,3598,59.934,60
5:14,5,M,A,0:00:00,17,D,23.11,0.2311,84.91,85,13.866,14,1.17,0.0117,7,7,0.702,1,22.06,0.2206,53.2,53,13.236,13,76.78,0.7678,212.31,212,46.068,46
5:14,5,M,A,1:00:00,18,D,58,0.58,224.4,224,34.8,35,4.28,0.0428,9.38,9,2.568,3,53.61,0.5361,87.64,88,32.166,32,42.11,0.4211,78.74,79,25.266,25
5:14,5,M,A,2:00:00,19,D,0.22,0.0022,14,14,0.132,0,0,0.001,0,0,0,0,0.22,0.0022,6,6,0.132,0,99.78,0.9978,1796,1796,59.868,60
5:14,5,M,A,3:00:00,20,D,47.06,0.4706,106.56,107,28.236,28,5.61,0.0561,8.93,9,3.366,3,41.44,0.4144,41.14,41,24.864,25,52.94,0.5294,69.48,69,31.764,32
5:14,5,M,A,4:00:00,21,D,30.61,0.3061,54.62,55,18.366,18,8.39,0.0839,11.3,11,5.034,5,22.22,0.2222,16.55,17,13.332,13,69.39,0.6939,56.77,57,41.634,42
5:14,5,M,A,5:00:00,22,D,1.22,0.0122,19,19,0.732,1,0.22,0.0022,0,0,0.132,0,1,0.01,16,16,0.6,1,98.78,0.9878,1192,1192,59.268,59
5:14,5,M,A,6:00:00,23,D,0.56,0.0056,17,17,0.336,0,0.22,0.0022,0,0,0.132,0,0.44,0.0044,6,6,0.264,0,99.33,0.9933,1192.67,1193,59.598,60
5:14,5,M,B,7:00:00,0,L,63.78,0.6378,187.54,188,38.268,38,6.5,0.065,12.38,12,3.9,4,57.28,0.5728,98.1,98,34.368,34,36.22,0.3622,68.53,69,21.732,22
5:14,5,M,B,8:00:00,1,L,66.39,0.6639,97.7,98,39.834,40,7.78,0.0778,10.82,11,4.668,5,58.61,0.5861,67.87,68,35.166,35,33.61,0.3361,39.87,40,20.166,20
5:14,5,M,B,9:00:00,2,L,85.44,0.8544,249.38,249,51.264,51,13.17,0.1317,14.27,14,7.902,8,72.17,0.7217,79.15,79,43.302,43,14.67,0.1467,24.48,24,8.802,9
5:14,5,M,B,10:00:00,3,L,46.11,0.4611,179.2,179,27.666,28,6.83,0.0683,11.05,11,4.098,4,39.39,0.3939,67.24,67,23.634,24,53.78,0.5378,107.44,107,32.268,32
5:14,5,M,B,11:00:00,4,L,82.44,0.8244,196.5,197,49.464,49,8.67,0.0867,14.4,14,5.202,5,73.78,0.7378,69.63,70,44.268,44,17.56,0.1756,28.27,28,10.536,11
5:14,5,M,B,12:00:00,5,L,89.11,0.8911,224,224,53.466,53,11.89,0.1189,17.82,18,7.134,7,77.22,0.7722,90.19,90,46.332,46,10.89,0.1089,20,20,6.534,7
5:14,5,M,B,13:00:00,6,L,63.5,0.635,162.27,162,38.1,38,6.28,0.0628,10.32,10,3.768,4,57.11,0.5711,71.24,71,34.266,34,36.61,0.3661,72.11,72,21.966,22
5:14,5,M,B,14:00:00,7,L,91.44,0.9144,346.6,347,54.864,55,8.17,0.0817,17.88,18,4.902,5,83.39,0.8339,90.97,91,50.034,50,8.44,0.0844,13.6,14,5.064,5
5:14,5,M,B,15:00:00,8,L,56.22,0.5622,83.19,83,33.732,34,4.67,0.0467,11.27,11,2.802,3,51.56,0.5156,83.64,84,30.936,31,43.78,0.4378,54.48,54,26.268,26
5:14,5,M,B,16:00:00,9,L,84,0.84,265.33,265,50.4,50,6.78,0.0678,14,14,4.068,4,77.22,0.7722,96.14,96,46.332,46,16,0.16,26.27,26,9.6,10
5:14,5,M,B,17:00:00,10,L,80,0.8,140.82,141,48,48,6.83,0.0683,10.63,11,4.098,4,73.17,0.7317,66.5,67,43.902,44,20,0.2,26.3,26,12,12
5:14,5,M,B,18:00:00,11,L,53.61,0.5361,119.22,119,32.166,32,2.83,0.0283,8,8,1.698,2,50.72,0.5072,60.53,61,30.432,30,46.44,0.4644,55.8,56,27.864,28
5:14,5,M,B,19:00:00,12,D,9.17,0.0917,92.5,93,5.502,6,1.22,0.0122,12,12,0.732,1,7.89,0.0789,58.4,58,4.734,5,90.89,0.9089,545.33,545,54.534,55
5:14,5,M,B,20:00:00,13,D,0.33,0.0033,16,16,0.198,0,0.17,0.0017,0,0,0.102,0,0.17,0.0017,0,0,0.102,0,99.67,0.9967,1795,1795,59.802,60
5:14,5,M,B,21:00:00,14,D,0.67,0.0067,22,22,0.402,0,0.28,0.0028,0,0,0.168,0,0.39,0.0039,10,10,0.234,0,99.33,0.9933,1792,1792,59.598,60
5:14,5,M,B,22:00:00,15,D,0.28,0.0028,18,18,0.168,0,0.22,0.0022,8,8,0.132,0,0.06,0.001,0,0,0.036,0,99.72,0.9972,1794,1794,59.832,60
5:14,5,M,B,23:00:00,16,D,0.72,0.0072,16.67,17,0.432,0,0,0.001,0,0,0,0,0.72,0.0072,8.67,9,0.432,0,99.28,0.9928,893,893,59.568,60
5:14,5,M,B,0:00:00,17,D,16.5,0.165,125.6,126,9.9,10,1.22,0.0122,7.5,8,0.732,1,15.39,0.1539,135,135,9.234,9,83.39,0.8339,501.67,502,50.034,50
5:14,5,M,B,1:00:00,18,D,93.11,0.9311,384.44,384,55.866,56,7.44,0.0744,13.13,13,4.464,4,85.67,0.8567,111.43,111,51.402,51,6.89,0.0689,17.85,18,4.134,4
5:14,5,M,B,2:00:00,19,D,25.78,0.2578,92.18,92,15.468,15,6.11,0.0611,16.17,16,3.666,4,19.56,0.1956,52,52,11.736,12,74.33,0.7433,192.43,192,44.598,45
5:14,5,M,B,3:00:00,20,D,0.5,0.005,14,14,0.3,0,0.28,0.0028,0,0,0.168,0,0.22,0.0022,0,0,0.132,0,99.5,0.995,1796,1796,59.7,60
5:14,5,M,B,4:00:00,21,D,56.67,0.5667,156.43,156,34.002,34,3.28,0.0328,11.33,11,1.968,2,53.5,0.535,128.27,128,32.1,32,43.22,0.4322,81.26,81,25.932,26
5:14,5,M,B,5:00:00,22,D,11.72,0.1172,67.71,68,7.032,7,3.5,0.035,11.11,11,2.1,2,8.11,0.0811,21.54,22,4.866,5,88.39,0.8839,319.8,320,53.034,53
5:14,5,M,B,6:00:00,23,D,0.67,0.0067,16,16,0.402,0,0.22,0.0022,6,6,0.132,0,0.44,0.0044,10,10,0.264,0,99.33,0.9933,1194,1194,59.598,60
5:15,5,M,A,7:00:00,0,L,23.44,0.2344,172.8,173,14.064,14,1.33,0.0133,8,8,0.798,1,22.22,0.2222,98.5,99,13.332,13,76.44,0.7644,462,462,45.864,46
